Year,State,District,ST Name,Religion,Persons,Male,Female,Persons (Rural),Male (Rural),Female (Rural),Persons (Urban),Male (Urban),Female (Urban)
2011,WEST BENGAL,Uttar Dinajpur,Munda,Muslim,14,7,7,9,4,5,5,3,2
2011,WEST BENGAL,Uttar Dinajpur,Munda,Christian,374,186,188,357,179,178,17,7,10
2011,WEST BENGAL,Uttar Dinajpur,Munda,Sikh,2,0,2,2,0,2,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Munda,Buddhist,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,Uttar Dinajpur,Munda,Jain,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Munda,Religion not stated,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Nagesia,All religions,107,52,55,98,48,50,9,4,5
2011,WEST BENGAL,Uttar Dinajpur,Nagesia,Hindu,105,50,55,96,46,50,9,4,5
2011,WEST BENGAL,Uttar Dinajpur,Nagesia,Christian,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Oraon,All religions,"15,423","7,853","7,570","15,082","7,693","7,389",341,160,181
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Hindu,"11,536","5,870","5,666","11,249","5,733","5,516",287,137,150
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Muslim,77,43,34,75,43,32,2,0,2
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Christian,"3,470","1,779","1,691","3,419","1,756","1,663",51,23,28
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Sikh,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Buddhist,54,29,25,54,29,25,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Jain,8,2,6,8,2,6,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Other religions and persuasions,261,123,138,260,123,137,1,0,1
2011,WEST BENGAL,Uttar Dinajpur,Oraon,Religion not stated,15,6,9,15,6,9,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Parhaiya,All religions,17,10,7,17,10,7,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Parhaiya,Hindu,17,10,7,17,10,7,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Rabha,All religions,"5,199","2,719","2,480","5,056","2,645","2,411",143,74,69
2011,WEST BENGAL,Uttar Dinajpur,Rabha,Hindu,"5,167","2,705","2,462","5,031","2,634","2,397",136,71,65
2011,WEST BENGAL,Uttar Dinajpur,Rabha,Muslim,17,6,11,17,6,11,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Rabha,Christian,11,6,5,4,3,1,7,3,4
2011,WEST BENGAL,Uttar Dinajpur,Rabha,Other religions and persuasions,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Rabha,Religion not stated,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Santal,All religions,"110,950","55,458","55,492","108,169","54,091","54,078","2,781","1,367","1,414"
2011,WEST BENGAL,Uttar Dinajpur,Santal,Hindu,"100,709","50,480","50,229","98,291","49,293","48,998","2,418","1,187","1,231"
2011,WEST BENGAL,Uttar Dinajpur,Santal,Muslim,462,215,247,456,212,244,6,3,3
2011,WEST BENGAL,Uttar Dinajpur,Santal,Christian,"8,540","4,147","4,393","8,186","3,971","4,215",354,176,178
2011,WEST BENGAL,Uttar Dinajpur,Santal,Sikh,12,5,7,11,4,7,1,1,0
2011,WEST BENGAL,Uttar Dinajpur,Santal,Buddhist,14,7,7,14,7,7,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Santal,Jain,5,4,1,5,4,1,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Santal,Other religions and persuasions,"1,144",574,570,"1,144",574,570,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Santal,Religion not stated,64,26,38,62,26,36,2,0,2
2011,WEST BENGAL,Uttar Dinajpur,Sauria Paharia,All religions,91,44,47,50,20,30,41,24,17
2011,WEST BENGAL,Uttar Dinajpur,Sauria Paharia,Hindu,91,44,47,50,20,30,41,24,17
2011,WEST BENGAL,Uttar Dinajpur,Savar,All religions,43,23,20,29,15,14,14,8,6
2011,WEST BENGAL,Uttar Dinajpur,Savar,Hindu,39,22,17,25,14,11,14,8,6
2011,WEST BENGAL,Uttar Dinajpur,Savar,Christian,4,1,3,4,1,3,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Limbu (Subba),All religions,11,6,5,5,3,2,6,3,3
2011,WEST BENGAL,Uttar Dinajpur,Limbu (Subba),Hindu,5,3,2,5,3,2,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Limbu (Subba),Buddhist,6,3,3,0,0,0,6,3,3
2011,WEST BENGAL,Uttar Dinajpur,Tamang,All religions,67,26,41,48,18,30,19,8,11
2011,WEST BENGAL,Uttar Dinajpur,Tamang,Hindu,47,20,27,32,14,18,15,6,9
2011,WEST BENGAL,Uttar Dinajpur,Tamang,Muslim,8,1,7,8,1,7,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Tamang,Buddhist,11,4,7,7,2,5,4,2,2
2011,WEST BENGAL,Uttar Dinajpur,Tamang,Religion not stated,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,All religions,"6,955","3,481","3,474","6,823","3,412","3,411",132,69,63
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Hindu,"5,835","2,938","2,897","5,738","2,887","2,851",97,51,46
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Muslim,479,265,214,479,265,214,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Christian,485,203,282,478,200,278,7,3,4
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Sikh,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Buddhist,12,6,6,12,6,6,0,0,0
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Other religions and persuasions,137,66,71,109,51,58,28,15,13
2011,WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Religion not stated,6,2,4,6,2,4,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,All religions,"275,366","138,025","137,341","267,913","134,311","133,602","7,453","3,714","3,739"
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Hindu,"248,651","124,655","123,996","243,620","122,334","121,286","5,031","2,321","2,710"
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Muslim,833,396,437,806,386,420,27,10,17
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Christian,"22,647","11,352","11,295","20,301","9,994","10,307","2,346","1,358",988
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Sikh,30,15,15,29,14,15,1,1,0
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Buddhist,25,13,12,21,11,10,4,2,2
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Jain,13,3,10,13,3,10,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Other religions and persuasions,"2,690","1,347","1,343","2,655","1,332","1,323",35,15,20
2011,WEST BENGAL,Dakshin Dinajpur,All Scheduled Tribes,Religion not stated,477,244,233,468,237,231,9,7,2
2011,WEST BENGAL,Dakshin Dinajpur,Asur,All religions,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Asur,Hindu,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",All religions,"16,153","8,302","7,851","16,081","8,263","7,818",72,39,33
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",Hindu,"15,820","8,122","7,698","15,759","8,089","7,670",61,33,28
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",Muslim,21,14,7,11,8,3,10,6,4
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",Christian,8,4,4,8,4,4,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",Other religions and persuasions,285,154,131,285,154,131,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Bedia,  Bediya",Religion not stated,19,8,11,18,8,10,1,0,1
2011,WEST BENGAL,Dakshin Dinajpur,Bhumij,All religions,19,10,9,19,10,9,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Bhumij,Hindu,19,10,9,19,10,9,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",All religions,19,10,9,12,6,6,7,4,3
2011,WEST BENGAL,Dakshin Dinajpur,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Hindu,12,6,6,9,4,5,3,2,1
2011,WEST BENGAL,Dakshin Dinajpur,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Buddhist,7,4,3,3,2,1,4,2,2
2011,WEST BENGAL,Dakshin Dinajpur,Birhor,All religions,11,5,6,11,5,6,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Birhor,Hindu,11,5,6,11,5,6,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Birjia,All religions,28,28,0,0,0,0,28,28,0
2011,WEST BENGAL,Dakshin Dinajpur,Birjia,Hindu,28,28,0,0,0,0,28,28,0
2011,WEST BENGAL,Dakshin Dinajpur,Chakma,All religions,5,2,3,1,1,0,4,1,3
2011,WEST BENGAL,Dakshin Dinajpur,Chakma,Hindu,5,2,3,1,1,0,4,1,3
2011,WEST BENGAL,Dakshin Dinajpur,Chero,All religions,13,6,7,8,3,5,5,3,2
2011,WEST BENGAL,Dakshin Dinajpur,Chero,Hindu,12,6,6,7,3,4,5,3,2
2011,WEST BENGAL,Dakshin Dinajpur,Chero,Muslim,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Chik Baraik,All religions,45,23,22,45,23,22,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Chik Baraik,Hindu,42,21,21,42,21,21,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Chik Baraik,Christian,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Garo,All religions,6,3,3,6,3,3,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Garo,Hindu,5,2,3,5,2,3,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Garo,Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Gond,All religions,30,23,7,30,23,7,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Gond,Hindu,29,22,7,29,22,7,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Gond,Muslim,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Gorait,All religions,15,8,7,15,8,7,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Gorait,Hindu,15,8,7,15,8,7,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Hajang,All religions,88,37,51,74,32,42,14,5,9
2011,WEST BENGAL,Dakshin Dinajpur,Hajang,Hindu,76,34,42,74,32,42,2,2,0
2011,WEST BENGAL,Dakshin Dinajpur,Hajang,Christian,12,3,9,0,0,0,12,3,9
2011,WEST BENGAL,Dakshin Dinajpur,Ho,All religions,791,394,397,791,394,397,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Ho,Hindu,788,393,395,788,393,395,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Ho,Religion not stated,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Karmali,All religions,184,94,90,175,87,88,9,7,2
2011,WEST BENGAL,Dakshin Dinajpur,Karmali,Hindu,184,94,90,175,87,88,9,7,2
2011,WEST BENGAL,Dakshin Dinajpur,Kharwar,All religions,11,8,3,8,6,2,3,2,1
2011,WEST BENGAL,Dakshin Dinajpur,Kharwar,Hindu,11,8,3,8,6,2,3,2,1
2011,WEST BENGAL,Dakshin Dinajpur,Kisan,All religions,207,106,101,199,102,97,8,4,4
2011,WEST BENGAL,Dakshin Dinajpur,Kisan,Hindu,198,102,96,198,102,96,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Kisan,Muslim,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Kisan,Christian,8,4,4,0,0,0,8,4,4
2011,WEST BENGAL,Dakshin Dinajpur,Kora,All religions,"1,959",969,990,"1,959",969,990,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Kora,Hindu,"1,954",965,989,"1,954",965,989,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Kora,Muslim,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Kora,Religion not stated,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Korwa,All religions,21,13,8,21,13,8,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Korwa,Hindu,21,13,8,21,13,8,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Lepcha,All religions,8,5,3,2,2,0,6,3,3
2011,WEST BENGAL,Dakshin Dinajpur,Lepcha,Hindu,7,4,3,1,1,0,6,3,3
2011,WEST BENGAL,Dakshin Dinajpur,Lepcha,Buddhist,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lodha,  Kheria,  Kharia",All religions,23,15,8,18,11,7,5,4,1
2011,WEST BENGAL,Dakshin Dinajpur,"Lodha,  Kheria,  Kharia",Hindu,9,5,4,9,5,4,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lodha,  Kheria,  Kharia",Christian,14,10,4,9,6,3,5,4,1
2011,WEST BENGAL,Dakshin Dinajpur,"Lohara,  Lohra",All religions,"2,136","1,051","1,085","2,134","1,049","1,085",2,2,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lohara,  Lohra",Hindu,"2,124","1,043","1,081","2,122","1,041","1,081",2,2,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lohara,  Lohra",Muslim,5,3,2,5,3,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lohara,  Lohra",Christian,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,"Lohara,  Lohra",Religion not stated,5,4,1,5,4,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Magh,All religions,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Magh,Hindu,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mahali,All religions,"2,749","1,394","1,355","2,605","1,315","1,290",144,79,65
2011,WEST BENGAL,Dakshin Dinajpur,Mahali,Hindu,"1,868",964,904,"1,732",892,840,136,72,64
2011,WEST BENGAL,Dakshin Dinajpur,Mahali,Muslim,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mahali,Christian,865,422,443,857,415,442,8,7,1
2011,WEST BENGAL,Dakshin Dinajpur,Mahali,Religion not stated,13,7,6,13,7,6,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mahli,All religions,68,33,35,65,32,33,3,1,2
2011,WEST BENGAL,Dakshin Dinajpur,Mahli,Hindu,66,32,34,63,31,32,3,1,2
2011,WEST BENGAL,Dakshin Dinajpur,Mahli,Christian,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mal Pahariya,All religions,"2,704","1,334","1,370","2,587","1,279","1,308",117,55,62
2011,WEST BENGAL,Dakshin Dinajpur,Mal Pahariya,Hindu,"2,690","1,328","1,362","2,573","1,273","1,300",117,55,62
2011,WEST BENGAL,Dakshin Dinajpur,Mal Pahariya,Muslim,13,6,7,13,6,7,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mal Pahariya,Christian,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mech,All religions,26,14,12,26,14,12,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mech,Hindu,26,14,12,26,14,12,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mru,All religions,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Mru,Hindu,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Munda,All religions,"27,475","13,818","13,657","26,377","13,283","13,094","1,098",535,563
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Hindu,"24,643","12,475","12,168","23,724","12,035","11,689",919,440,479
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Muslim,69,28,41,67,27,40,2,1,1
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Christian,"2,508","1,195","1,313","2,341","1,103","1,238",167,92,75
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Sikh,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Buddhist,2,0,2,2,0,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Jain,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Other religions and persuasions,228,103,125,219,102,117,9,1,8
2011,WEST BENGAL,Dakshin Dinajpur,Munda,Religion not stated,22,15,7,21,14,7,1,1,0
2011,WEST BENGAL,Dakshin Dinajpur,Nagesia,All religions,196,88,108,174,78,96,22,10,12
2011,WEST BENGAL,Dakshin Dinajpur,Nagesia,Hindu,191,85,106,173,78,95,18,7,11
2011,WEST BENGAL,Dakshin Dinajpur,Nagesia,Muslim,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Nagesia,Christian,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,Dakshin Dinajpur,Nagesia,Religion not stated,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,All religions,"43,427","22,191","21,236","42,741","21,833","20,908",686,358,328
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Hindu,"39,940","20,455","19,485","39,421","20,182","19,239",519,273,246
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Muslim,108,50,58,105,49,56,3,1,2
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Christian,"1,885",933,952,"1,751",867,884,134,66,68
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Sikh,5,3,2,5,3,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Buddhist,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Other religions and persuasions,"1,387",694,693,"1,361",680,681,26,14,12
2011,WEST BENGAL,Dakshin Dinajpur,Oraon,Religion not stated,99,55,44,95,51,44,4,4,0
2011,WEST BENGAL,Dakshin Dinajpur,Parhaiya,All religions,24,14,10,24,14,10,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Parhaiya,Hindu,24,14,10,24,14,10,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Rabha,All religions,"1,351",659,692,"1,336",652,684,15,7,8
2011,WEST BENGAL,Dakshin Dinajpur,Rabha,Hindu,"1,343",657,686,"1,328",650,678,15,7,8
2011,WEST BENGAL,Dakshin Dinajpur,Rabha,Muslim,8,2,6,8,2,6,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Santal,All religions,"163,696","81,424","82,272","158,801","79,010","79,791","4,895","2,414","2,481"
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Hindu,"145,363","72,186","73,177","142,470","70,946","71,524","2,893","1,240","1,653"
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Muslim,406,186,220,394,184,210,12,2,10
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Christian,"16,906","8,548","8,358","14,918","7,378","7,540","1,988","1,170",818
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Sikh,23,11,12,22,10,12,1,1,0
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Buddhist,12,7,5,12,7,5,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Jain,8,2,6,8,2,6,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Other religions and persuasions,687,345,342,687,345,342,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Santal,Religion not stated,291,139,152,290,138,152,1,1,0
2011,WEST BENGAL,Dakshin Dinajpur,Sauria Paharia,All religions,238,108,130,238,108,130,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Sauria Paharia,Hindu,234,106,128,234,106,128,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Sauria Paharia,Muslim,4,2,2,4,2,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Savar,All religions,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Savar,Hindu,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Limbu (Subba),All religions,10,7,3,4,3,1,6,4,2
2011,WEST BENGAL,Dakshin Dinajpur,Limbu (Subba),Hindu,10,7,3,4,3,1,6,4,2
2011,WEST BENGAL,Dakshin Dinajpur,Tamang,All religions,38,23,15,27,16,11,11,7,4
2011,WEST BENGAL,Dakshin Dinajpur,Tamang,Hindu,35,20,15,24,13,11,11,7,4
2011,WEST BENGAL,Dakshin Dinajpur,Tamang,Christian,3,3,0,3,3,0,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,All religions,"11,586","5,802","5,784","11,293","5,660","5,633",293,142,151
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Hindu,"10,842","5,415","5,427","10,571","5,283","5,288",271,132,139
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Muslim,189,101,88,189,101,88,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Christian,427,223,204,405,213,192,22,10,12
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Jain,4,0,4,4,0,4,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Other religions and persuasions,103,51,52,103,51,52,0,0,0
2011,WEST BENGAL,Dakshin Dinajpur,Generic Tribes etc.,Religion not stated,21,12,9,21,12,9,0,0,0
2011,WEST BENGAL,Maldah,All Scheduled Tribes,All religions,"313,984","157,528","156,456","307,625","154,156","153,469","6,359","3,372","2,987"
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Hindu,"294,684","148,087","146,597","288,836","144,965","143,871","5,848","3,122","2,726"
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Muslim,"1,404",729,675,"1,374",715,659,30,14,16
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Christian,"10,065","4,869","5,196","9,640","4,664","4,976",425,205,220
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Sikh,57,24,33,54,23,31,3,1,2
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Buddhist,72,45,27,48,33,15,24,12,12
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Jain,18,12,6,14,9,5,4,3,1
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Other religions and persuasions,"7,367","3,613","3,754","7,354","3,607","3,747",13,6,7
2011,WEST BENGAL,Maldah,All Scheduled Tribes,Religion not stated,317,149,168,305,140,165,12,9,3
2011,WEST BENGAL,Maldah,Asur,All religions,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Maldah,Asur,Hindu,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Maldah,Baiga,All religions,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,Maldah,Baiga,Hindu,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,Maldah,"Bedia,  Bediya",All religions,"2,237","1,101","1,136","2,219","1,090","1,129",18,11,7
2011,WEST BENGAL,Maldah,"Bedia,  Bediya",Hindu,"1,961",962,999,"1,944",952,992,17,10,7
2011,WEST BENGAL,Maldah,"Bedia,  Bediya",Muslim,273,139,134,272,138,134,1,1,0
2011,WEST BENGAL,Maldah,"Bedia,  Bediya",Other religions and persuasions,3,0,3,3,0,3,0,0,0
2011,WEST BENGAL,Maldah,Bhumij,All religions,153,81,72,139,74,65,14,7,7
2011,WEST BENGAL,Maldah,Bhumij,Hindu,142,75,67,135,72,63,7,3,4
2011,WEST BENGAL,Maldah,Bhumij,Muslim,10,5,5,3,1,2,7,4,3
2011,WEST BENGAL,Maldah,Bhumij,Religion not stated,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Maldah,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",All religions,38,19,19,22,13,9,16,6,10
2011,WEST BENGAL,Maldah,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Hindu,27,12,15,16,7,9,11,5,6
2011,WEST BENGAL,Maldah,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Maldah,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Buddhist,10,6,4,5,5,0,5,1,4
2011,WEST BENGAL,Maldah,Birhor,All religions,15,8,7,15,8,7,0,0,0
2011,WEST BENGAL,Maldah,Birhor,Hindu,15,8,7,15,8,7,0,0,0
2011,WEST BENGAL,Maldah,Chakma,All religions,109,56,53,107,54,53,2,2,0
2011,WEST BENGAL,Maldah,Chakma,Hindu,109,56,53,107,54,53,2,2,0
2011,WEST BENGAL,Maldah,Chero,All religions,59,34,25,54,29,25,5,5,0
2011,WEST BENGAL,Maldah,Chero,Hindu,24,17,7,21,14,7,3,3,0
2011,WEST BENGAL,Maldah,Chero,Muslim,32,16,16,31,15,16,1,1,0
2011,WEST BENGAL,Maldah,Chero,Christian,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Maldah,Chero,Other religions and persuasions,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Maldah,Chero,Religion not stated,1,1,0,0,0,0,1,1,0
2011,WEST BENGAL,Maldah,Chik Baraik,All religions,51,29,22,45,25,20,6,4,2
2011,WEST BENGAL,Maldah,Chik Baraik,Hindu,48,27,21,42,23,19,6,4,2
2011,WEST BENGAL,Maldah,Chik Baraik,Christian,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Maldah,Garo,All religions,8,4,4,3,1,2,5,3,2
2011,WEST BENGAL,Maldah,Garo,Hindu,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,Maldah,Garo,Muslim,5,3,2,0,0,0,5,3,2
2011,WEST BENGAL,Maldah,Gond,All religions,307,155,152,169,78,91,138,77,61
2011,WEST BENGAL,Maldah,Gond,Hindu,307,155,152,169,78,91,138,77,61
2011,WEST BENGAL,Maldah,Gorait,All religions,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,Maldah,Gorait,Hindu,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,Maldah,Hajang,All religions,112,54,58,109,54,55,3,0,3
2011,WEST BENGAL,Maldah,Hajang,Hindu,112,54,58,109,54,55,3,0,3
2011,WEST BENGAL,Maldah,Ho,All religions,563,279,284,558,276,282,5,3,2
2011,WEST BENGAL,Maldah,Ho,Hindu,561,278,283,556,275,281,5,3,2
2011,WEST BENGAL,Maldah,Ho,Muslim,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Maldah,Karmali,All religions,368,178,190,368,178,190,0,0,0
