Year,State,District,ST Name,Religion,Persons,Male,Female,Persons (Rural),Male (Rural),Female (Rural),Persons (Urban),Male (Urban),Female (Urban)
"2,001",WEST BENGAL,Uttar Dinajpur,Mru,Christian,4,1,3,4,1,3,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Munda,All religions,"4,432","2,238","2,194","4,329","2,184","2,145",103,54,49
"2,001",WEST BENGAL,Uttar Dinajpur,Munda,Hindu,"4,035","2,049","1,986","3,947","2,002","1,945",88,47,41
"2,001",WEST BENGAL,Uttar Dinajpur,Munda,Muslim,14,6,8,14,6,8,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Munda,Christian,364,174,190,349,167,182,15,7,8
"2,001",WEST BENGAL,Uttar Dinajpur,Munda,Other religions and persuasions,19,9,10,19,9,10,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Nagesia,All religions,30,15,15,24,12,12,6,3,3
"2,001",WEST BENGAL,Uttar Dinajpur,Nagesia,Hindu,30,15,15,24,12,12,6,3,3
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,All religions,"12,496","6,427","6,069","12,335","6,342","5,993",161,85,76
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Hindu,"9,531","4,886","4,645","9,420","4,827","4,593",111,59,52
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Muslim,56,33,23,51,29,22,5,4,1
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Christian,"2,896","1,504","1,392","2,851","1,482","1,369",45,22,23
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Buddhist,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Jain,2,0,2,2,0,2,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Oraon,Religion not stated,10,4,6,10,4,6,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Parhaiya,All religions,182,86,96,182,86,96,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Parhaiya,Hindu,182,86,96,182,86,96,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Rabha,All religions,21,12,9,18,11,7,3,1,2
"2,001",WEST BENGAL,Uttar Dinajpur,Rabha,Hindu,21,12,9,18,11,7,3,1,2
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,All religions,"94,304","47,577","46,727","92,650","46,646","46,004","1,654",931,723
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Hindu,"80,339","40,471","39,868","79,103","39,756","39,347","1,236",715,521
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Muslim,351,185,166,346,180,166,5,5,0
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Christian,"7,809","4,042","3,767","7,514","3,885","3,629",295,157,138
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Sikh,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Buddhist,113,58,55,113,58,55,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Jain,4,0,4,4,0,4,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Other religions and persuasions,"5,510","2,726","2,784","5,392","2,672","2,720",118,54,64
"2,001",WEST BENGAL,Uttar Dinajpur,Santal,Religion not stated,177,95,82,177,95,82,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Sauria Paharia,All religions,73,37,36,55,28,27,18,9,9
"2,001",WEST BENGAL,Uttar Dinajpur,Sauria Paharia,Hindu,73,37,36,55,28,27,18,9,9
"2,001",WEST BENGAL,Uttar Dinajpur,Savar,All religions,21,12,9,0,0,0,21,12,9
"2,001",WEST BENGAL,Uttar Dinajpur,Savar,Hindu,21,12,9,0,0,0,21,12,9
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,All religions,"4,059","2,047","2,012","4,013","2,014","1,999",46,33,13
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Hindu,"3,715","1,882","1,833","3,671","1,851","1,820",44,31,13
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Muslim,9,5,4,7,3,4,2,2,0
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Christian,56,26,30,56,26,30,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Buddhist,58,26,32,58,26,32,0,0,0
"2,001",WEST BENGAL,Uttar Dinajpur,Generic Tribes etc.,Other religions and persuasions,221,108,113,221,108,113,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,All religions,"242,317","122,442","119,875","236,271","119,330","116,941","6,046","3,112","2,934"
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Hindu,"214,634","108,511","106,123","210,696","106,451","104,245","3,938","2,060","1,878"
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Muslim,721,371,350,702,363,339,19,8,11
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Christian,"20,782","10,407","10,375","18,714","9,369","9,345","2,068","1,038","1,030"
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Sikh,24,12,12,24,12,12,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Buddhist,87,48,39,80,44,36,7,4,3
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Jain,2,1,1,1,1,0,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Other religions and persuasions,"5,770","2,943","2,827","5,770","2,943","2,827",0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,All Scheduled Tribes,Religion not stated,297,149,148,284,147,137,13,2,11
"2,001",WEST BENGAL,Dakshin Dinajpur ,Baiga,All religions,14,7,7,14,7,7,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Baiga,Hindu,14,7,7,14,7,7,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,All religions,"7,018","3,593","3,425","6,977","3,575","3,402",41,18,23
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Hindu,"6,666","3,412","3,254","6,625","3,394","3,231",41,18,23
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Muslim,14,9,5,14,9,5,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Christian,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Sikh,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Buddhist,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Jain,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Other religions and persuasions,325,164,161,325,164,161,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bedia etc.,Religion not stated,7,5,2,7,5,2,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bhumij,All religions,29,17,12,25,14,11,4,3,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bhumij,Hindu,29,17,12,25,14,11,4,3,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bhutia etc.,All religions,40,20,20,16,7,9,24,13,11
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bhutia etc.,Hindu,36,17,19,14,5,9,22,12,10
"2,001",WEST BENGAL,Dakshin Dinajpur ,Bhutia etc.,Buddhist,4,3,1,2,2,0,2,1,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Chero,All religions,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Chero,Hindu,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Garo,All religions,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Garo,Hindu,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Garo,Christian,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Gond,All religions,67,33,34,67,33,34,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Gond,Hindu,67,33,34,67,33,34,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Hajang,All religions,123,66,57,122,66,56,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Hajang,Hindu,123,66,57,122,66,56,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Karmali,All religions,9,6,3,9,6,3,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Karmali,Hindu,9,6,3,9,6,3,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Khond,All religions,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Khond,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Kora,All religions,"1,923",931,992,"1,923",931,992,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Kora,Hindu,"1,921",929,992,"1,921",929,992,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Kora,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Kora,Other religions and persuasions,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Korwa,All religions,10,5,5,6,3,3,4,2,2
"2,001",WEST BENGAL,Dakshin Dinajpur ,Korwa,Hindu,10,5,5,6,3,3,4,2,2
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lepcha,All religions,19,10,9,13,7,6,6,3,3
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lepcha,Christian,10,5,5,4,2,2,6,3,3
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lepcha,Buddhist,9,5,4,9,5,4,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lodha etc.,All religions,4,3,1,4,3,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lodha etc.,Hindu,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lodha etc.,Christian,3,2,1,3,2,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lohara etc.,All religions,"1,471",707,764,"1,358",688,670,113,19,94
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lohara etc.,Hindu,"1,412",704,708,"1,358",688,670,54,16,38
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lohara etc.,Christian,50,3,47,0,0,0,50,3,47
"2,001",WEST BENGAL,Dakshin Dinajpur ,Lohara etc.,Religion not stated,9,0,9,0,0,0,9,0,9
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,All religions,"3,133","1,559","1,574","2,933","1,441","1,492",200,118,82
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,Hindu,"1,959",982,977,"1,801",890,911,158,92,66
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,Muslim,22,11,11,16,8,8,6,3,3
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,Christian,"1,149",565,584,"1,113",542,571,36,23,13
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,Buddhist,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahali,Other religions and persuasions,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahli,All religions,42,24,18,35,21,14,7,3,4
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahli,Hindu,20,12,8,13,9,4,7,3,4
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mahli,Christian,22,12,10,22,12,10,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mal Pahariya,All religions,"2,296","1,144","1,152","2,160","1,077","1,083",136,67,69
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mal Pahariya,Hindu,"2,279","1,136","1,143","2,151","1,074","1,077",128,62,66
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mal Pahariya,Muslim,9,3,6,9,3,6,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Mal Pahariya,Christian,8,5,3,0,0,0,8,5,3
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,All religions,"26,496","13,352","13,144","25,987","13,107","12,880",509,245,264
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,Hindu,"24,129","12,218","11,911","23,766","12,044","11,722",363,174,189
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,Muslim,67,36,31,59,33,26,8,3,5
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,Christian,"2,260","1,077","1,183","2,122","1,009","1,113",138,68,70
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,Other religions and persuasions,4,3,1,4,3,1,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Munda,Religion not stated,36,18,18,36,18,18,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Nagesia,All religions,3,3,0,3,3,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Nagesia,Hindu,3,3,0,3,3,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,All religions,"41,797","21,382","20,415","41,348","21,117","20,231",449,265,184
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Hindu,"39,685","20,299","19,386","39,350","20,105","19,245",335,194,141
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Muslim,118,58,60,117,58,59,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Christian,"1,485",756,729,"1,373",686,687,112,70,42
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Sikh,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Buddhist,43,24,19,42,23,19,1,1,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Other religions and persuasions,305,163,142,305,163,142,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Oraon,Religion not stated,159,80,79,159,80,79,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Parhaiya,All religions,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Parhaiya,Hindu,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Rabha,All religions,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Rabha,Hindu,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,All religions,"153,634","77,454","76,180","149,319","75,220","74,099","4,315","2,234","2,081"
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Hindu,"133,089","67,021","66,068","130,503","65,658","64,845","2,586","1,363","1,223"
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Muslim,421,220,201,417,218,199,4,2,2
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Christian,"15,110","7,658","7,452","13,394","6,793","6,601","1,716",865,851
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Sikh,21,10,11,21,10,11,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Buddhist,28,15,13,24,13,11,4,2,2
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Jain,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Other religions and persuasions,"4,878","2,484","2,394","4,878","2,484","2,394",0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Santal,Religion not stated,86,46,40,82,44,38,4,2,2
"2,001",WEST BENGAL,Dakshin Dinajpur ,Sauria Paharia,All religions,88,41,47,87,40,47,1,1,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Sauria Paharia,Hindu,88,41,47,87,40,47,1,1,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Savar,All religions,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Savar,Christian,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Dakshin Dinajpur ,Generic Tribes etc.,All religions,"4,088","2,078","2,010","3,854","1,958","1,896",234,120,114
"2,001",WEST BENGAL,Dakshin Dinajpur ,Generic Tribes etc.,Hindu,"3,084","1,597","1,487","2,850","1,477","1,373",234,120,114
"2,001",WEST BENGAL,Dakshin Dinajpur ,Generic Tribes etc.,Muslim,69,33,36,69,33,36,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Generic Tribes etc.,Christian,680,321,359,680,321,359,0,0,0
"2,001",WEST BENGAL,Dakshin Dinajpur ,Generic Tribes etc.,Other religions and persuasions,255,127,128,255,127,128,0,0,0
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,All religions,"227,047","113,537","113,510","224,698","112,316","112,382","2,349","1,221","1,128"
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Hindu,"197,989","99,283","98,706","196,028","98,267","97,761","1,961","1,016",945
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Muslim,442,250,192,424,240,184,18,10,8
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Christian,"7,479","3,604","3,875","7,171","3,444","3,727",308,160,148
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Sikh,13,5,8,13,5,8,0,0,0
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Buddhist,50,26,24,27,14,13,23,12,11
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Other religions and persuasions,"20,945","10,300","10,645","20,907","10,278","10,629",38,22,16
"2,001",WEST BENGAL,Maldah,All Scheduled Tribes,Religion not stated,128,69,59,127,68,59,1,1,0
"2,001",WEST BENGAL,Maldah,Baiga,All religions,19,9,10,19,9,10,0,0,0
"2,001",WEST BENGAL,Maldah,Baiga,Hindu,19,9,10,19,9,10,0,0,0
"2,001",WEST BENGAL,Maldah,Bedia etc.,All religions,"1,298",668,630,"1,298",668,630,0,0,0
"2,001",WEST BENGAL,Maldah,Bedia etc.,Hindu,"1,294",666,628,"1,294",666,628,0,0,0
"2,001",WEST BENGAL,Maldah,Bedia etc.,Other religions and persuasions,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Maldah,Bhumij,All religions,61,33,28,61,33,28,0,0,0
"2,001",WEST BENGAL,Maldah,Bhumij,Hindu,61,33,28,61,33,28,0,0,0
"2,001",WEST BENGAL,Maldah,Bhutia etc.,All religions,23,15,8,9,7,2,14,8,6
"2,001",WEST BENGAL,Maldah,Bhutia etc.,Hindu,7,5,2,3,3,0,4,2,2
"2,001",WEST BENGAL,Maldah,Bhutia etc.,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Maldah,Bhutia etc.,Buddhist,15,9,6,6,4,2,9,5,4
"2,001",WEST BENGAL,Maldah,Birhor,All religions,444,217,227,444,217,227,0,0,0
"2,001",WEST BENGAL,Maldah,Birhor,Hindu,444,217,227,444,217,227,0,0,0
"2,001",WEST BENGAL,Maldah,Chakma,All religions,14,9,5,13,9,4,1,0,1
"2,001",WEST BENGAL,Maldah,Chakma,Hindu,12,8,4,11,8,3,1,0,1
"2,001",WEST BENGAL,Maldah,Chakma,Buddhist,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Chero,All religions,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Chero,Hindu,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Chik Baraik,All religions,22,15,7,22,15,7,0,0,0
"2,001",WEST BENGAL,Maldah,Chik Baraik,Hindu,22,15,7,22,15,7,0,0,0
"2,001",WEST BENGAL,Maldah,Garo,All religions,20,11,9,20,11,9,0,0,0
"2,001",WEST BENGAL,Maldah,Garo,Hindu,20,11,9,20,11,9,0,0,0
"2,001",WEST BENGAL,Maldah,Gond,All religions,216,121,95,167,95,72,49,26,23
"2,001",WEST BENGAL,Maldah,Gond,Hindu,216,121,95,167,95,72,49,26,23
"2,001",WEST BENGAL,Maldah,Hajang,All religions,5,1,4,0,0,0,5,1,4
"2,001",WEST BENGAL,Maldah,Hajang,Hindu,5,1,4,0,0,0,5,1,4
"2,001",WEST BENGAL,Maldah,Ho,All religions,23,15,8,22,14,8,1,1,0
"2,001",WEST BENGAL,Maldah,Ho,Hindu,23,15,8,22,14,8,1,1,0
"2,001",WEST BENGAL,Maldah,Karmali,All religions,55,26,29,55,26,29,0,0,0
"2,001",WEST BENGAL,Maldah,Karmali,Hindu,9,3,6,9,3,6,0,0,0
"2,001",WEST BENGAL,Maldah,Karmali,Other religions and persuasions,46,23,23,46,23,23,0,0,0
"2,001",WEST BENGAL,Maldah,Kharwar,All religions,"8,404","4,334","4,070","8,336","4,302","4,034",68,32,36
"2,001",WEST BENGAL,Maldah,Kharwar,Hindu,"8,384","4,323","4,061","8,319","4,293","4,026",65,30,35
"2,001",WEST BENGAL,Maldah,Kharwar,Muslim,17,9,8,17,9,8,0,0,0
"2,001",WEST BENGAL,Maldah,Kharwar,Christian,3,2,1,0,0,0,3,2,1
"2,001",WEST BENGAL,Maldah,Kora,All religions,"5,998","2,973","3,025","5,974","2,961","3,013",24,12,12
"2,001",WEST BENGAL,Maldah,Kora,Hindu,"5,779","2,859","2,920","5,755","2,847","2,908",24,12,12
"2,001",WEST BENGAL,Maldah,Kora,Muslim,3,0,3,3,0,3,0,0,0
"2,001",WEST BENGAL,Maldah,Kora,Christian,3,1,2,3,1,2,0,0,0
"2,001",WEST BENGAL,Maldah,Kora,Sikh,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Maldah,Kora,Other religions and persuasions,212,113,99,212,113,99,0,0,0
"2,001",WEST BENGAL,Maldah,Korwa,All religions,73,38,35,68,34,34,5,4,1
"2,001",WEST BENGAL,Maldah,Korwa,Hindu,73,38,35,68,34,34,5,4,1
"2,001",WEST BENGAL,Maldah,Lepcha,All religions,16,5,11,11,4,7,5,1,4
"2,001",WEST BENGAL,Maldah,Lepcha,Hindu,12,4,8,11,4,7,1,0,1
"2,001",WEST BENGAL,Maldah,Lepcha,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Maldah,Lepcha,Buddhist,3,0,3,0,0,0,3,0,3
"2,001",WEST BENGAL,Maldah,Lodha etc.,All religions,244,123,121,244,123,121,0,0,0
"2,001",WEST BENGAL,Maldah,Lodha etc.,Hindu,241,121,120,241,121,120,0,0,0
"2,001",WEST BENGAL,Maldah,Lodha etc.,Muslim,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Maldah,Lodha etc.,Christian,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Maldah,Lohara etc.,All religions,289,142,147,269,133,136,20,9,11
"2,001",WEST BENGAL,Maldah,Lohara etc.,Hindu,289,142,147,269,133,136,20,9,11
"2,001",WEST BENGAL,Maldah,Magh,All religions,37,19,18,9,4,5,28,15,13
"2,001",WEST BENGAL,Maldah,Magh,Hindu,21,10,11,4,2,2,17,8,9
"2,001",WEST BENGAL,Maldah,Magh,Buddhist,16,9,7,5,2,3,11,7,4
"2,001",WEST BENGAL,Maldah,Mahali,All religions,"2,611","1,297","1,314","2,570","1,269","1,301",41,28,13
"2,001",WEST BENGAL,Maldah,Mahali,Hindu,"2,081","1,045","1,036","2,040","1,017","1,023",41,28,13
"2,001",WEST BENGAL,Maldah,Mahali,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Maldah,Mahali,Christian,529,251,278,529,251,278,0,0,0
"2,001",WEST BENGAL,Maldah,Mahli,All religions,37,18,19,37,18,19,0,0,0
"2,001",WEST BENGAL,Maldah,Mahli,Hindu,24,12,12,24,12,12,0,0,0
"2,001",WEST BENGAL,Maldah,Mahli,Christian,13,6,7,13,6,7,0,0,0
"2,001",WEST BENGAL,Maldah,Mal Pahariya,All religions,"4,199","2,058","2,141","3,925","1,921","2,004",274,137,137
"2,001",WEST BENGAL,Maldah,Mal Pahariya,Hindu,"4,184","2,050","2,134","3,910","1,913","1,997",274,137,137
"2,001",WEST BENGAL,Maldah,Mal Pahariya,Muslim,14,8,6,14,8,6,0,0,0
"2,001",WEST BENGAL,Maldah,Mal Pahariya,Buddhist,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Maldah,Mech,All religions,54,26,28,43,20,23,11,6,5
"2,001",WEST BENGAL,Maldah,Mech,Hindu,41,21,20,37,19,18,4,2,2
"2,001",WEST BENGAL,Maldah,Mech,Christian,13,5,8,6,1,5,7,4,3
"2,001",WEST BENGAL,Maldah,Mru,All religions,10,5,5,9,5,4,1,0,1
"2,001",WEST BENGAL,Maldah,Mru,Hindu,10,5,5,9,5,4,1,0,1
"2,001",WEST BENGAL,Maldah,Munda,All religions,"4,901","2,443","2,458","4,824","2,403","2,421",77,40,37
"2,001",WEST BENGAL,Maldah,Munda,Hindu,"4,842","2,413","2,429","4,778","2,379","2,399",64,34,30
"2,001",WEST BENGAL,Maldah,Munda,Muslim,5,2,3,2,0,2,3,2,1
"2,001",WEST BENGAL,Maldah,Munda,Christian,49,24,25,39,20,19,10,4,6
"2,001",WEST BENGAL,Maldah,Munda,Sikh,3,3,0,3,3,0,0,0,0
"2,001",WEST BENGAL,Maldah,Munda,Other religions and persuasions,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Nagesia,All religions,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Nagesia,Hindu,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Maldah,Oraon,All religions,"13,125","6,607","6,518","12,937","6,509","6,428",188,98,90
"2,001",WEST BENGAL,Maldah,Oraon,Hindu,"11,889","5,967","5,922","11,736","5,886","5,850",153,81,72
"2,001",WEST BENGAL,Maldah,Oraon,Muslim,17,8,9,16,7,9,1,1,0
"2,001",WEST BENGAL,Maldah,Oraon,Christian,65,40,25,35,27,8,30,13,17
"2,001",WEST BENGAL,Maldah,Oraon,Other religions and persuasions,"1,154",592,562,"1,150",589,561,4,3,1
"2,001",WEST BENGAL,Maldah,Parhaiya,All religions,28,14,14,28,14,14,0,0,0
"2,001",WEST BENGAL,Maldah,Parhaiya,Hindu,28,14,14,28,14,14,0,0,0
"2,001",WEST BENGAL,Maldah,Rabha,All religions,3,3,0,2,2,0,1,1,0
"2,001",WEST BENGAL,Maldah,Rabha,Hindu,3,3,0,2,2,0,1,1,0
"2,001",WEST BENGAL,Maldah,Santal,All religions,"146,723","72,710","74,013","145,614","72,122","73,492","1,109",588,521
"2,001",WEST BENGAL,Maldah,Santal,Hindu,"119,992","59,640","60,352","119,143","59,194","59,949",849,446,403
"2,001",WEST BENGAL,Maldah,Santal,Muslim,354,205,149,340,198,142,14,7,7
"2,001",WEST BENGAL,Maldah,Santal,Christian,"6,701","3,220","3,481","6,490","3,105","3,385",211,115,96
"2,001",WEST BENGAL,Maldah,Santal,Sikh,9,2,7,9,2,7,0,0,0
"2,001",WEST BENGAL,Maldah,Santal,Buddhist,13,7,6,13,7,6,0,0,0
"2,001",WEST BENGAL,Maldah,Santal,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Maldah,Santal,Other religions and persuasions,"19,525","9,567","9,958","19,491","9,548","9,943",34,19,15
"2,001",WEST BENGAL,Maldah,Santal,Religion not stated,128,69,59,127,68,59,1,1,0
